0 qid:28215 1:0.2857142857142857 2:0.2857142857142857 3:0.01020408163265306 4:1 5:0.03571428571428571 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #abdticS1XXg
0 qid:728 1:0.06451612903225806 2:0.06451612903225806 3:1.9270050487532273e-05 4:1 5:0.0002986857825567502 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #cuou0KF7SKs
0 qid:3163 1:0.06451612903225806 2:0.06451612903225806 3:7.708020195012909e-05 4:1 5:0.0011947431302270011 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #cuou0KF7SKs
1 qid:1157 1:1.0 2:1.0 3:0.00423728813559322 4:1 5:0.00423728813559322 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #j__a1sIFDPU
0 qid:5049 1:0.18181818181818182 2:0.18181818181818182 3:0.00014249073810202338 4:1 5:0.0007836990595611285 6:0 7:0 8:0 9:0.0 10:5.31520781473 11:0.017241379310344827 #Ard_8ldYebw
0 qid:26899 1:0.18181818181818182 2:0.18181818181818182 3:0.0018365472910927456 4:1 5:0.0101010101010101 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Ard_8ldYebw
1 qid:7431 1:0.21052631578947367 2:0.21052631578947367 3:4.991140725212747e-05 4:1 5:0.0002370791844476055 6:0 7:0 8:0 9:0.0 10:5.75515909891 11:0.02702702702702703 #77YfN7tf958
0 qid:6917 1:0.15789473684210525 2:0.15789473684210525 3:3.0109598940142114e-05 4:1 5:0.00019069412662090006 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #77YfN7tf958
0 qid:5912 1:0.15789473684210525 2:0.15789473684210525 3:3.2977179791584215e-05 4:1 5:0.00020885547201336674 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #77YfN7tf958
0 qid:1597 1:0.13263157894736843 2:0.13263157894736843 3:2.4411203447214527e-05 4:2 5:0.0003251461988304094 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #77YfN7tf958
0 qid:1531 1:0.12 2:0.12 3:5.9999999999999995e-05 4:1 5:0.0005 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #77YfN7tf958
0 qid:170 1:0.08 2:0.08 3:1.08843537414966e-05 4:1 5:0.00013605442176870748 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #77YfN7tf958
0 qid:1594 1:0.08 2:0.08 3:3.6363636363636364e-05 4:1 5:0.00045454545454545455 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #77YfN7tf958
0 qid:23203 1:0.07017543859649122 2:0.07017543859649122 3:2.7358845456721727e-05 4:1 5:0.0003898635477582846 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #77YfN7tf958
0 qid:2004 1:0.07017543859649122 2:0.07017543859649122 3:2.0519134092541295e-05 4:1 5:0.00029239766081871346 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #77YfN7tf958
0 qid:3724 1:0.05263157894736842 2:0.05263157894736842 3:2.5436943089927226e-06 4:1 5:4.833019187086172e-05 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #77YfN7tf958
0 qid:3104 1:0.05263157894736842 2:0.05263157894736842 3:1.6911374252094472e-06 4:1 5:3.21316110789795e-05 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #77YfN7tf958
0 qid:772 1:0.03508771929824561 2:0.03508771929824561 3:2.3141880555497695e-06 4:1 5:6.595435958316844e-05 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #77YfN7tf958
0 qid:4361 1:0.03508771929824561 2:0.03508771929824561 3:1.1725219481452166e-06 4:1 5:3.3416875522138675e-05 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #77YfN7tf958
0 qid:10 1:0.03508771929824561 2:0.03508771929824561 3:1.07242861110843e-06 4:1 5:3.0564215416590254e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #77YfN7tf958
0 qid:1548 1:0.03508771929824561 2:0.03508771929824561 3:3.847337642351493e-06 4:1 5:0.00010964912280701755 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #77YfN7tf958
0 qid:3482 1:0.03508771929824561 2:0.03508771929824561 3:6.839711364180432e-06 4:1 5:0.0001949317738791423 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #77YfN7tf958
0 qid:1579 1:0.03508771929824561 2:0.03508771929824561 3:6.412229403919154e-06 4:1 5:0.0001827485380116959 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #77YfN7tf958
0 qid:4026 1:0.03508771929824561 2:0.03508771929824561 3:1.5743581145172345e-06 4:1 5:4.486920626374119e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #77YfN7tf958
0 qid:35272 1:0.03508771929824561 2:0.03508771929824561 3:7.694675284702986e-06 4:1 5:0.0002192982456140351 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #77YfN7tf958
0 qid:1745 1:0.03508771929824561 2:0.03508771929824561 3:7.242047326779281e-06 4:1 5:0.0002063983488132095 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #77YfN7tf958
0 qid:7005 1:0.03508771929824561 2:0.03508771929824561 3:1.0259567046270647e-05 4:1 5:0.00029239766081871346 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #77YfN7tf958
0 qid:3303 1:0.03508771929824561 2:0.03508771929824561 3:1.3990318699459975e-06 4:1 5:3.9872408293460924e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #77YfN7tf958
0 qid:424 1:0.09090909090909091 2:0.09090909090909091 3:4.304407713498623e-05 4:1 5:0.0004734848484848485 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #4sGdO_0lV20
0 qid:1489 1:0.09090909090909091 2:0.09090909090909091 3:3.624764390314629e-05 4:1 5:0.0003987240829346092 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #4sGdO_0lV20
0 qid:5431 1:0.09090909090909091 2:0.09090909090909091 3:0.0001147842056932966 4:1 5:0.0012626262626262625 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #4sGdO_0lV20
0 qid:2560 1:0.2727272727272727 2:0.2727272727272727 3:0.0009535918626827718 4:1 5:0.003496503496503497 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #hQLjREMKEbw
0 qid:2451 1:0.2727272727272727 2:0.2727272727272727 3:0.000193698347107438 4:1 5:0.0007102272727272727 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #hQLjREMKEbw
0 qid:857 1:0.2727272727272727 2:0.2727272727272727 3:0.0005165289256198346 4:1 5:0.001893939393939394 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #hQLjREMKEbw
0 qid:2366 1:0.2727272727272727 2:0.2727272727272727 3:0.00010119750379490639 4:1 5:0.00037105751391465676 6:0 7:0 8:0 9:0.0 10:5.4807222532 11:0.02040816326530612 #hQLjREMKEbw
0 qid:1467 1:0.21428571428571427 2:0.21428571428571427 3:7.086167800453514e-05 4:1 5:0.00033068783068783067 6:0 7:0 8:0 9:0.0 10:5.78182734599 11:0.027777777777777776 #hQLjREMKEbw
0 qid:3016 1:0.18181818181818182 2:0.18181818181818182 3:0.00033732501264968796 4:1 5:0.0018552875695732837 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #hQLjREMKEbw
0 qid:5145 1:0.18181818181818182 2:0.18181818181818182 3:0.00010330578512396695 4:1 5:0.0005681818181818183 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #hQLjREMKEbw
0 qid:56130 1:0.14285714285714285 2:0.14285714285714285 3:0.0005668934240362811 4:1 5:0.003968253968253968 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #hQLjREMKEbw
